,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.EUR.price,quote.EUR.volume_24h,quote.EUR.volume_change_24h,quote.EUR.percent_change_1h,quote.EUR.percent_change_24h,quote.EUR.percent_change_7d,quote.EUR.percent_change_30d,quote.EUR.percent_change_60d,quote.EUR.percent_change_90d,quote.EUR.market_cap,quote.EUR.market_cap_dominance,quote.EUR.fully_diluted_market_cap,quote.EUR.tvl,quote.EUR.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,1975,Chainlink,LINK,chainlink,1964,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,11,,,,2025-03-25T16:20:00.000Z,14.222240721515963,288950719.1804707,-20.8167,-0.28693274,1.73547408,12.94197161,-12.28468089,-41.15140238,-37.36082515,9345433957.88056,0.3511,14222240721.518902,,2025-03-25T16:19:02.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-03-25 17:20:49.134075
11,5805,Avalanche,AVAX,avalanche,889,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,414786407.3780378,451455907.3780378,False,,12,,,,2025-03-25T16:20:00.000Z,20.996858727339497,282162512.5884282,-37.6236,-0.24576354,5.64633279,22.65457138,-7.42809725,-37.3508827,-43.83693906,8709211597.73735,0.3272,15028474737.120892,,2025-03-25T16:19:02.000Z,,,,,,2025-03-25 17:20:49.134075
12,11419,Toncoin,TON,toncoin,702,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2482291157.678293,5125549645.175748,True,,13,,,,2025-03-25T16:20:00.000Z,3.373355120712011,102733522.40696377,-13.9951,-0.42427154,-2.07070002,2.32514904,-3.16072685,-29.08234888,-39.09562443,8373649587.852217,0.3145,17290299142.018143,,2025-03-25T16:19:02.000Z,,,,,,2025-03-25 17:20:49.134075
13,3957,UNUS SED LEO,LEO,unus-sed-leo,57,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923870755.9,985239504.0,False,,14,,,,2025-03-25T16:20:00.000Z,9.042216191840607,2564067.3034414137,20.5466,0.17131202,0.22633392,0.49550823,0.24914813,0.57879949,1.91153108,8353839108.167002,0.3138,8908748595.912638,,2025-03-25T16:19:02.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-03-25 17:20:49.134075
14,512,Stellar,XLM,stellar,693,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30779755753.786972,50001786892.81798,False,,15,,,,2025-03-25T16:20:00.000Z,0.2700786759173652,150445566.02680942,-13.1553,-0.68448008,0.59922038,9.64409025,-10.85300089,-34.04971214,-23.58786329,8312955679.042687,0.3123,13504421777.264694,,2025-03-25T16:19:02.000Z,,,,,,2025-03-25 17:20:49.134075
15,4642,Hedera,HBAR,hedera,332,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,42219399509.35889,50000000000.0,False,,16,,,,2025-03-25T16:20:00.000Z,0.18309998312545586,202524394.85543585,0.1827,-0.24321359,3.1237816,7.72317573,-5.30303405,-41.70214903,-36.51442617,7730371337.730492,0.2903,9154999156.272291,,2025-03-25T16:19:02.000Z,,,,,,2025-03-25 17:20:49.134075
16,5994,Shiba Inu,SHIB,shiba-inu,940,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",589552695333683.0,589251861154876.6,589505789763360.1,False,,17,589552695333683.0,8006276917.736586,,2025-03-25T16:20:00.000Z,1.2564765808536172e-05,183012395.04719198,15.5386,-0.61388974,0.06859915,9.99262142,-12.12331922,-33.1365417,-40.50206134,7403811637.655098,0.2781,7407591548.662162,,2025-03-25T16:19:02.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-03-25 17:20:49.134075
17,20947,Sui,SUI,sui,580,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio']",10000000000.0,3169845047.4838877,10000000000.0,False,,18,3169845047.4838877,7833467787.92609,,2025-03-25T16:20:00.000Z,2.2864538987170118,652077231.3729438,-0.015,-0.12080506,1.65966839,9.76466282,-25.22450846,-43.97874838,-45.25156046,7247704567.148347,0.2723,22864538987.17225,,2025-03-25T16:19:02.000Z,,,,,,2025-03-25 17:20:49.134075
18,6636,Polkadot,DOT,polkadot-new,876,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'osmosis-ecosystem', 'layer-1']",,1561287555.0414689,1561287555.0414689,True,,19,,,,2025-03-25T16:20:00.000Z,4.320161997680207,152221633.56047666,-12.8787,-0.73722069,-0.81305514,8.86684174,-5.89248833,-27.64531703,-37.09650698,6745015162.741197,0.2533,6745015162.744462,,2025-03-25T16:19:02.000Z,,,,,,2025-03-25 17:20:49.134075
19,2,Litecoin,LTC,litecoin,1333,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'layer-1', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75558468.3040892,84000000.0,False,,20,,,,2025-03-25T16:20:00.000Z,86.46409954631518,395282725.0640291,-15.9715,-0.41403123,-0.63109418,5.77471625,-26.80039482,-22.8967329,-13.55747246,6533094925.011869,0.2455,7262984361.8913,,2025-03-25T16:19:02.000Z,,,,,,2025-03-25 17:20:49.134075
20,1831,Bitcoin Cash,BCH,bitcoin-cash,991,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1', '2017-2018-alt-season', 'made-in-america']",21000000.0,19846968.75,19846968.75,False,,21,,,,2025-03-25T16:20:00.000Z,310.2938578755055,191991018.92332727,-12.2968,-0.43677483,0.93257131,1.25906069,3.27581565,-23.60435093,-27.27491728,6158392500.5721,0.2313,6516171015.389255,,2025-03-25T16:19:02.000Z,,,,,,2025-03-25 17:20:49.134075
0,1,Bitcoin,BTC,bitcoin,11998,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19841818.0,19841818.0,False,,1,,,,2025-03-25T16:22:00.000Z,81252.15132214445,28682021747.9167,9.7068,-0.09849968,-0.3417542,7.28493992,-8.01789646,-17.18756819,-10.57505443,1612190398642.4495,60.6024,1706295177765.0325,,2025-03-25T16:21:02.000Z,,,,,,2025-03-25 17:22:47.092489
1,1027,Ethereum,ETH,ethereum,10077,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'avalanche-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120641812.26109944,120641812.26109944,True,,2,,,,2025-03-25T16:22:00.000Z,1914.7243339225565,10982685585.869442,-12.4705,-0.26285025,-0.52982258,9.7782756,-26.0808381,-38.99001285,-40.05039872,230995813624.84375,8.688,230995813624.84146,,2025-03-25T16:21:02.000Z,,,,,,2025-03-25 17:22:47.092489
2,825,Tether USDt,USDT,tether,121157,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'avalanche-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem', 'world-liberty-financial-portfolio']",,143778115476.15387,145879139792.73602,True,,3,,,,2025-03-25T16:21:00.000Z,0.9252730318480155,54426177135.27824,-5.5125,-0.00051539,0.00177702,0.02539784,-0.00335694,-0.00375441,0.10299566,133034012820.01495,4.9967,134978033959.40558,,2025-03-25T16:21:02.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-03-25 17:22:47.092489
3,52,XRP,XRP,xrp,1560,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58158111605.0,99986323420.0,False,,4,,,,2025-03-25T16:22:00.000Z,2.2564496907679437,2388367810.376232,-19.0512,-0.20506096,-0.70152067,8.54362409,-3.5971455,-22.81833165,7.38963712,131230852946.74982,4.9357,225644969076.7907,,2025-03-25T16:21:02.000Z,,,,,,2025-03-25 17:22:47.092489
4,1839,BNB,BNB,bnb,2411,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142472655.29,142472655.29,False,,5,,,,2025-03-25T16:22:00.000Z,584.9889947743201,2111098808.4128244,34.2394,-0.26300836,-0.31940662,0.19615602,-2.88143438,-7.84021058,-9.74351789,83344935400.92531,3.1347,83344935400.92659,,2025-03-25T16:21:02.000Z,,,,,,2025-03-25 17:22:47.092489
5,5426,Solana,SOL,solana,856,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,511339485.7357348,596937982.2449454,True,,6,,,,2025-03-25T16:22:00.000Z,134.26637527707166,3247464421.710956,-8.5288,-0.25674418,1.74877788,17.33294001,-13.35717636,-45.14649577,-26.19533727,68655699285.779,2.5808,80148699141.23918,,2025-03-25T16:21:02.000Z,,,,,,2025-03-25 17:22:47.092489
